title,view,timeline,youtuber,genre,thumbnail
국민이 키가 작아서 병원 입원해서 몸 전체 다 검사했어요 ㅠㅠ MRI 까지 찍다니... 키 성장 호르몬 국민이 24시간 흔한 가족 일상 브이로그 | 말이야와친구들,940000,6개월 전,MariAndFriends,브이로그,https://i.ytimg.com/vi/3NYppO_dAb4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBB_-jz5uz0Q1rZNXioPRXhcMy74g
[FIM-LOG] 채원 브이로그 #2 | 끝난 줄 알았지? 돌아온 채채의 브이로그😘💕,920000,5개월 전,LE SSERAFIM,브이로그,https://i.ytimg.com/vi/GMMiz3eu9jc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDOjiPTn7Cweig81VCf9TAyVapfXA
베란다 브이로그!!!,920000,9개월 전,배말랭,브이로그,https://i.ytimg.com/vi/vOLZkKmpTrk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCwBeHD_5B0D4KfdbO2idK6GDjQRg
[국제커플] 외국인 아내와 로맨틱 풀빌라 데이트 힐링 브이로그 // ROMANTIC POOL VILLA DATE WITH MY WIFE *RELAXING*,900000,3개월 전,International Couple[사샤와 제이],브이로그,https://i.ytimg.com/vi/yLZUcmEQ5oE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDQWyG5iiit4AESex86wgKmFpa6bw
36살에 14살 아이를 둔 엄마의 현실 브이로그😎👍❤,900000,10개월 전,방가네,브이로그,https://i.ytimg.com/vi/_Vfq74xaszI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAlo3nHFKE3Sgb2BkMCk4ANyA8xtw
비키니 모델 브이로그 강원도편 l 나의 계절이 돌아왔다!,880000,6개월 전,썬비키 ssunbiki,브이로그,https://i.ytimg.com/vi/d1u1geCKLzQ/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBToW1JfH5zJRbEoM8diX0DJnhgcA
"[복학생 vlog] 고백 브이로그 기받아가세요! (대학생 중고 외제차 추천, 트렁크 프로포즈 후기, 한문철티비, 전광판 고백 비용, 렌트카 사고 났을 때 꿀팁)",880000,6개월 전,빠더너스 BDNS,브이로그,https://i.ytimg.com/vi/9-mi2-DEil4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD5Wn-tpDI_34cmaN2r6yu32SbBtA
[FIM-LOG] 사쿠라 브이로그 l 꾸라의 소소한 일상.zip (feat.🥣📖📷),870000,5개월 전,LE SSERAFIM,브이로그,https://i.ytimg.com/vi/69wCHLYUzJY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAw2svcop6CO64905OPpbB0mxKU4A
SUB)하이유의 회전초밥🍣 먹방 브이로그 Sushi Challenge MUKBANG VLOG | HIU 하이유,870000,8개월 전,HIU 하이유,브이로그,https://i.ytimg.com/vi/eG-JRnhruBs/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD8D93HrIutIK866s1t_zyorlJN0g
[후공개]막내즈여수벌칙브이로그❤,860000,2개월 전,런닝맨 - 스브스 공식 채널,브이로그,https://i.ytimg.com/vi/QtjWg2mf-eA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC6PfCkiGnO8jf2Q20YiWp2TUKTcA
"[복학생 vlog] 연애 30일차💕 사채 갚는 커플 브이로그(첫키스, 환승연애, 연하남, 섭외환영, 스킨십주의, 안보면후회함, 일수 이율, 비트코인, 카공족, 홍대맛집)",840000,4개월 전,빠더너스 BDNS,브이로그,https://i.ytimg.com/vi/Bo5Ok6Qiusg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB0em2vl_ogxq_yqorhBKlmw--M8Q
24시간동안 찍어본 유우키의 하루 [V-Log],830000,6개월 전,유우키의 일본이야기 YUUKI,브이로그,https://i.ytimg.com/vi/JNuu0pmQuDk/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBHc7_008r3VTzGTo4rHaLRfj58CQ
vlog1) 이혼녀브이로그 나가신다 ~ 카톡으로 이혼하게 될 줄 꿈에도 몰랐지,810000,2개월 전,또끼,브이로그,https://i.ytimg.com/vi/nxMvpIkrLzs/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCuNYtU5U8fJPA6CCFiiZy47stN9w
힐링 베이킹 브이로그 | 바닐라🍦초코🍫 아이스크림 만드는 법 궁금하세요~?,820000,6개월 전,내복곰 Nebokgom,브이로그,https://i.ytimg.com/vi/HKpQcjFmaNw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCJebhocPgqvJUY2AV7eCYhn2oEmg
"vlog * 피시방 알바 브이로그 | 잘받은 주문하나, 10개 주문 부럽지 않다.. 당연하지",810000,5개월 전,도민이,브이로그,https://i.ytimg.com/vi/Mywr4zW_HPc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD-2rjp8yEa7OgohEP-6qrqzEVo-g
캠핑 브이로그 . 폭설 내린 날 강아지 그리고 설중캠핑 . 화목난로 스테이크,800000,10개월 전,류캠프 RYUCAMP,브이로그,https://i.ytimg.com/vi/xbvOJSkr4Cw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAwR3KzTZRwAuWQiZR-a7sf_96ppQ
얘들아 오랜만에 브이로그잖아 ㅋㅋㅋ,790000,8개월 전,kiu기우쌤,브이로그,https://i.ytimg.com/vi/MXspCAAuX_I/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCx7emdhMCvvEV_rgiO7tlZBrlu_g
5살 으뜸이의 병맛 첫심부름 브이로그ㅋㅋㅋㅋㅋㅋ,780000,2개월 전,흔한남매,브이로그,https://i.ytimg.com/vi/A2mHKyJm1cw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDNKUKhZ6so8-V7lcKFKZPUf1Z-kw
"24살, 혼자 떠난 일본 여행 브이로그✈️| 도쿄 여행 코스⛩️ 신사와 라멘과 도심의 밤🍜",780000,1개월 전,센님 Sennim,브이로그,https://i.ytimg.com/vi/Tm8KDtxXYy4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC1L7f3hrJzWPc_HlG6XKsDnLw5ug
하버드 입주 브이로그 | 2학년은 최대한 적응 브이로그,780000,3개월 전,Bella,브이로그,https://i.ytimg.com/vi/w-tWlbudriY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCd7EmthRadD-80JdK6WA9IMnp2Dw
"[복학생 vlog] 이별 29일차❤️‍🩹 재회 브이로그?(환승연애, 빛이 나는 솔로, 술독, 주파수, 장 건강, 디뉴 파라오틱스, 기절, 만남은 쉽고 이별은 어려워, 유산균)",780000,2개월 전,빠더너스 BDNS,브이로그,https://i.ytimg.com/vi/egBodplJ7Ow/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBID4zCgizmOfNoQwXjUZPjNwHi-A
"5년차 간호사의 3교대, 그리고 퇴사 브이로그",810000,7일 전,윗티 withT,브이로그,https://i.ytimg.com/vi/WnpvK3dYjt4/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA0oakHSiaM_Ia11t-LW24F_yaQUA
SUB)직접 만든 집밥 브이로그🍜🏠 LA갈비 고추장삼겹살 순두부찌개 해먹고 누데이크 피크케이크 디저트 먹방 Mukbang vlog,750000,1개월 전,문복희 Eat with Boki,브이로그,https://i.ytimg.com/vi/EVkkFa7B6Ns/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBGwD01eSINC2YSAQDF3wYjXHqGZQ
"[복학생 vlog] 연애 45일차💕 패션 이과의 상견례 브이로그(강의실 프로포즈, 스파르타코딩클럽, 피시방 데이트, 고부갈등, 혼수 준비, 팀플 레전드 발표)",750000,4개월 전,빠더너스 BDNS,브이로그,https://i.ytimg.com/vi/L5HrKY8T_jU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAq6kj-ZBN74yWnWjMrdhpuCYtYWw
vlog * 피시방 알바 브이로그 | 이거 다 먹으면 우리... 피시방 안 오는거다?,750000,3개월 전,도민이,브이로그,https://i.ytimg.com/vi/hbbckonDLG0/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCXslK5nQiT5b5EDqrrxiw7waqaFQ
vlog * 피시방 알바 브이로그 | 여름에 하는 알바🍃🌱🌿,730000,5개월 전,도민이,브이로그,https://i.ytimg.com/vi/zUc3qF44HhU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAyq5j3zkAeKaN9RARZsQr8iY7LMA
vlog * 피시방 알바 브이로그 | 이번 영상에서는 360도 달라진 저를 보여드리도록 하겠습니다,730000,4개월 전,도민이,브이로그,https://i.ytimg.com/vi/oy_0BE7W3EE/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBE-zotD30ySnr1uYikXisukX758A
"신혼여행 브이로그, 11월 제주🌾",730000,1개월 전,강유미 yumi kang좋아서 하는 채널,브이로그,https://i.ytimg.com/vi/HH9aip_i_Io/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB7-Dou8UcleHywDtJ5hzf3QQUH9w
오늘도 다채롭게 만들어 보아요🧚‍♀️🧁| 내복곰의 디저트 카페 브이로그,720000,2개월 전,내복곰 Nebokgom,브이로그,https://i.ytimg.com/vi/D36Psw0emCk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD6xioNUhBRv30crRLfDYNw9LVdWA
"[복학생 vlog] 여친 몰래 가는 미팅 브이로그(자기관리 만렙, 쿨톤 메이크업, 헌내기 과팅, 나쁜남자, 술게임 필승법, 노래방 빌런, B형 남자, 막학기 취준)",710000,3개월 전,빠더너스 BDNS,브이로그,https://i.ytimg.com/vi/wRWsTmw3mbM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCnBKt__RSCwo7boUoneT3AqHJKRA
vlog * 피시방 알바 브이로그 | 이깍깨물고열심히일한알바생의브이로그,700000,2개월 전,도민이,브이로그,https://i.ytimg.com/vi/HlwIAfmotnY/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA4AGtR-um2H_ausHWB0hM2kFi-4A
"[복학생 vlog] 사채 끌어 삼성전자 풀매수 브이로그 (삐에로 투자법, 결혼의 이해 재수강, 갤럭시 캠퍼스 스토어, 22학번 새내기 얼차려, 사채 이율, 스우파 돈텔마마)",700000,9개월 전,빠더너스 BDNS,브이로그,https://i.ytimg.com/vi/WY2T-seDZ8g/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCcwgqrCaVJvHLEluyXFVZeF6sqRQ
[FIM-LOG] 윤진 브이로그 l 윤진’s 감성으로 꾹꾹 눌러담은 VLOG💐🌊🎶,700000,5개월 전,LE SSERAFIM,브이로그,https://i.ytimg.com/vi/tO0mGMxvuQ4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLByL529O8nfzPkkNsgxTULv8Bh9Sg
"[복학생 vlog] 대기업 면접 브이로그 (인턴 룩북, 하프윈저 스타일 넥타이 매는 법, 취뽀 노하우, 면접 필승전략, 마통 뚫기, 취준 우울극복)",700000,10개월 전,빠더너스 BDNS,브이로그,https://i.ytimg.com/vi/GecdptdVWN0/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAPdFHIlwxTBtGI3cZhs9EatocDCA
게이커플의 주말 12시간 브이로그❤️,690000,4개월 전,뽀송한 준_bosungjun,브이로그,https://i.ytimg.com/vi/EJVg16Z-Vv8/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC0T5xCrTOUQhrNdxi-GhOG_ay7-Q
3년째 다이어트중인데 101kg인 남자의 브이로그,680000,6개월 전,보따,브이로그,https://i.ytimg.com/vi/MQeo5ladiQk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCHlq77sfQMCXBrLYat4sllLiLnWQ
안느의 쉬지 않는 토크 폭격...웃다가 끝나는 중계진 현장 브이로그 | 카타르 언타이틀드 (Qatar Untitled) EP6,670000,2주 전,MBC스포츠탐험대,브이로그,https://i.ytimg.com/vi/Qgn_L6RBDiM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCRNZWVc8mr3z_kw0NYcQTkkswcCg
20년 만에 보는 안느의 포효...기적의 포르투갈전 중계진 현장 브이로그 | 카타르 언타이틀드 (Qatar Untitled) EP7,660000,2주 전,MBC스포츠탐험대,브이로그,https://i.ytimg.com/vi/ovSriFffSvc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDW2nHmf07I8ykmex2mISTZwT6rSQ
갑자기 이렇게 비가 온다고? 강력한 폭우 우중 캠핑 브이로그 . 솔로캠핑 . 요토플러스 .,660000,3개월 전,아야캠핑 AYACAMPING,브이로그,https://i.ytimg.com/vi/TxLDO8RWCbE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD1sTc3-JJHTRpcQgVwgDQBN1NEOg
"통대창에 불닭 조지긴하는데 감성 브이로그 맞음 / 집에서 탕수육 만들기 / 홍콩 망고 팬케이크, 버거킹, 샐러드 밀프랩 / 파주 드라이브",650000,2개월 전,hongsi 홍시,브이로그,https://i.ytimg.com/vi/xqAT5ZAVmyg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDep9999PLYOvxd-L_n3fzbW6N1_A
vlog * 피시방 알바 브이로그 | 계란..좋아하시나봐요? 좀 많이 드시네… | 평일오전 오픈,650000,9개월 전,도민이,브이로그,https://i.ytimg.com/vi/AuXBpTP2yS0/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDa6Hs5b45Ynti78RVCa7Khr5rG7g
다꾸러 브이로그/텐바이텐 하울/다꾸책상/다꾸템 소개/친구랑 카꾸/,640000,2개월 전,강유미 yumi kang좋아서 하는 채널,브이로그,https://i.ytimg.com/vi/4LKP16JkoLA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDUH69s062nPDKubFhaUirDvkmBbg
학교 끝난 뒤 일상 브이로그🍀 (with남사친),630000,6개월 전,지희,브이로그,https://i.ytimg.com/vi/6zIFVya78qc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDXv5IgAkplVrlJuHrgbHRiK2o5pA
"[복학생 vlog] 주점 헌팅 브이로그 (대학축제 싸이, 연애 주파수, 취중진담, CC 되는 법, 필 마이 리듬, 부산에서 서울 택시비, 푸드트럭)",630000,6개월 전,빠더너스 BDNS,브이로그,https://i.ytimg.com/vi/CB_EDn7x25U/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDYwaMzQ5d1hlMD21u3_tgMrQeviQ
[입시브이로그3] 내 인생 첫 대학시험날과 합격자 발표날 / 홍익대 서경대 동국대 명지대 / 쟁여두고싶어서 직접 부탁드려 열게된 에스트라 크림 마켓 오픈!!,640000,3주 전,진두부,브이로그,https://i.ytimg.com/vi/fVCwkabS_rA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD5Wg_QxO4cVqmFW8DBwvugdjVhBg
[브이로그] 이거 설치했더니 집앞 길빵맨들이 사라졌습니다,630000,1개월 전,긱블 Geekble,브이로그,https://i.ytimg.com/vi/5iJW11HFw4M/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCOzpvKy6cNaTKUGeVwqYfqZtT5Vg
(ENG) 도쿄 브이로그,620000,1개월 전,suzy,브이로그,https://i.ytimg.com/vi/cL4Y-STVufM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDy2987rMVWycWcjkIoD0mlQPUpkg
"이별 브이로그 6년3개월 연애의 종지부, 23살에서 30살까지",620000,1개월 전,로징카 ひょんの話,브이로그,https://i.ytimg.com/vi/D2XiULT3Olw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCQpFhcLRaW4DZATvKucOJzLztuDw
"Sub)💎🧋이 집 밀크티만들기 맛집이네🧋💎,카페브이로그,음료제조영상,ASMR,최블리,팔공티,cafe vlog",620000,2개월 전,최블리choively,브이로그,https://i.ytimg.com/vi/XlM4I9oN9HQ/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDUGVtG_hGk8d_4Ty4NziwK2T-KnA
[TXT-LOG] YEONJUN IN U.S l 연준의 브이로그🦊,610000,1개월 전,TOMORROW X TOGETHER OFFICIAL,브이로그,https://i.ytimg.com/vi/kVqGOcsraMA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCzAqiI6TgSsQESNNY2JD0HOzck6A
워터 슬라이드 그리고 건비치ㅣ괌 브이로그 EP.2 ㅣ새까맣게 타버렸다...,620000,4일 전,표은지Eunji Pyoapple,브이로그,https://i.ytimg.com/vi/Nt2u56Ogd6k/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCWsCQ-aPw6LiiQKbQpa3cVdVtTTQ
학식 혼밥하는 아싸 대학생 브이로그,610000,8개월 전,진자림 Jinjalim,브이로그,https://i.ytimg.com/vi/IdYGikeWDpU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAaEF25Z0Roq-8ueqrO52mkqtVxHA
vlog * 피시방 알바 브이로그 | 행복은 멀리 있는게 아니야... 조올라 멀리 있는거야..🌪,610000,7개월 전,도민이,브이로그,https://i.ytimg.com/vi/quG9SLOJPjY/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCONUzD_z4G_rXmDdcPNX25P-dqGA
[FIM-LOG] 사쿠라 브이로그 #2 | 꾸라의 소중한 일상을 담은 VLOG📓🌸,610000,4개월 전,LE SSERAFIM,브이로그,https://i.ytimg.com/vi/-gxNRpbBSlA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAZCLcMhy3EpFfa_jQjw_j0dq9NqQ
vlog * 피시방 알바 브이로그 | 손님 헤드셋이 왜 안되냐면요.. 자리 옮겨주시겠어요? 🖥,590000,8개월 전,도민이,브이로그,https://i.ytimg.com/vi/ct7EOtVw7qU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD6fNF7zN-FijBlHYEPOHocKJvb3Q
[FIM-LOG] 은채 브이로그 l 만채의 알찬 쁘이로그.zip 😎 l 🎒&👓=💖,590000,5개월 전,LE SSERAFIM,브이로그,https://i.ytimg.com/vi/QS8z2HjAa24/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAsaAMB4lpeuOmQztD25VpEjP56Pw
남자 99%인 남녀공학 현실 | 학생 브이로그 | 서울방송 고등학교,580000,8개월 전,김나연,브이로그,https://i.ytimg.com/vi/D143Uz1t-SM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCaz7sUJtJCoCpR1nlpD4xjmtukvQ
(ENG) 아저씨 일상이 왜 궁금하니..ㅣ70년생 브이로그ㅣ할명수 ep.91,570000,4개월 전,할명수,브이로그,https://i.ytimg.com/vi/Nbf0Qy9bXs0/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCPoR74MjhWOD17D6AcEFR-M8_ssw
"[복학생 vlog] 속세 떠나 절간에서 공부하는 브이로그(주지스님 속마음 인터뷰, 절밥 먹방, 셀프 삭발 리뷰, 묵언 수행, 취뽀 108배, 달마야 놀자 결말, 순공 100시간)",570000,4주 전,빠더너스 BDNS,브이로그,https://i.ytimg.com/vi/sgFgfjF1e-8/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCxqZy9hEiHPofPsvhEhj7nnyUHwA
아~아가 물밀 듯 밀려온다☕️🧊|정말 재밌는 디저트 카페 브이로그🤗,560000,3개월 전,내복곰 Nebokgom,브이로그,https://i.ytimg.com/vi/81xjgDuI2Ic/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCvHf0cO95QErt3mjNTTQ7L217iQw
한번 보면 마냥 보게 될 거예요...🤓❤️ 카페 브이로그☕️,560000,5개월 전,내복곰 Nebokgom,브이로그,https://i.ytimg.com/vi/CuvJ6eBKSHA/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCmwjOoGyAFxgiH94vF6i91f6OZPg
vlog * 피시방 알바 브이로그 | 뭔 영상이 짜파게티만 끓이다 끝나네,550000,3개월 전,도민이,브이로그,https://i.ytimg.com/vi/LdZKZzofkBQ/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCk9LGn2gghei8As3jZDuK3w52Osg
💊약대가 목표인 초6의 17시간 공부 브이로그 / 10년생 17시간 공부 브이로그 / 공부 타임랩스 / 갓생 브이로그 / 예비중1 / 약대 목표 / 공부 자극 / 갓생✨,550000,2개월 전,_열공하는 예원,브이로그,https://i.ytimg.com/vi/akyb4pW-hSI/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCQ61Tw9u_RfV-ZCP-2UhOZIkYGcQ
sub) 직장인 브이로그ㅣ영상을 못 올린 이유ㅣ머리 깎음ㅣ왕복 3시간 출퇴근러ㅣ점심 도시락 싸기,540000,1개월 전,deemd 딤디,브이로그,https://i.ytimg.com/vi/BJPiYH845zQ/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA5W41sTXwNniVXCHgJIRWAhRiLFQ
아싸브이로그로 돈 벌면서 시청자 기만한 금수저 참교육 [금도깨비툰]사이다툰,520000,3개월 전,금도깨비툰,브이로그,https://i.ytimg.com/vi/XNQt9B26MKo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAmcBKQCD8MN8m_LPu8OUw6sgYrmQ
[폭식브이로그] 다이어트 포기한 사람의 5kg찌우는 먹방,520000,7개월 전,진두부,브이로그,https://i.ytimg.com/vi/KFK7ywjuzmo/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAmiTRCo2gXfCLCRcb2EqwnN4SqIw
(자연미인X 최강미인O) 고1 쌍수 브이로그,510000,3주 전,수쩡민,브이로그,https://i.ytimg.com/vi/AT8Sblah42E/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDBSsw6tjpe7V-UoExITt3X5MRwCQ
"날씨 좋은날~ 남편과 맛집을 곁들인 서울 데이트 브이로그👫 | 짜파게티, 인사동, 청계천, 닭볶음탕 | 먹방 Vlog",520000,3개월 전,가은아 뭐하니 [ G-NI : 蟹ちゃん],브이로그,https://i.ytimg.com/vi/v6KkGZ7o1uM/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLArWqrcTQqqi8Jye3aGBjzd1qgm4w
"Sub)🌈🧋널 가져야겠어!근데 뭘 고르지?🧋🌈,카페브이로그,음료제조영상,최블리,밀크티카페,스코브안데르센",520000,8개월 전,최블리choively,브이로그,https://i.ytimg.com/vi/V8Cc9qdnKuQ/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAGgDJAsQ55J8sIMgQjRZYmlUEQmQ
"Sub)😴🛏이 영상은 카페브이로그를 가장한 수면유도브이로그입니다🛏😴,cafe vlog,음료제조영상,ASMR,nobgm,최블리",500000,3개월 전,최블리choively,브이로그,https://i.ytimg.com/vi/CRDS-a2KT10/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB6oLxV7fLrg4kZekBX6mJC0c-kRQ
